,index,State,Automobiles,Buses,Trucks,Automobiles Per Capita,Motorcicles,Year
795,31,New Jersey 5/,3971896.0,24188.0,107854,6628080.0,326874.45089190203,2010
796,32,New Mexico,702897.0,3330.0,25724,1612491.0,53085.34146186117,2010
797,33,New York ,7950192.0,69081.0,96092,10255099.0,347756.4027527906,2010
798,34,North Carolina,3281831.0,34380.0,52325,5742829.0,134061.34642833233,2010
799,35,North Dakota,340756.0,2484.0,8777,735644.0,33549.520094489555,2010
800,36,Ohio,5614698.0,46905.0,93442,9800933.0,382358.4799144531,2010
801,37,Oklahoma,1581768.0,20128.0,57252,3357464.0,125076.42517161416,2010
802,38,Oregon,1488595.0,16060.0,35560,3050254.0,107029.38091208908,2010
803,39,Pennsylvania 5/,5682239.0,33468.0,72102,9990941.0,411429.44728895026,2010
804,40,Rhode Island 5/,478624.0,1768.0,5411,782438.0,33222.44971795721,2010
805,41,South Carolina,2030632.0,19427.0,29027,3660878.0,106690.44255753148,2010
806,42,South Dakota,406531.0,2322.0,14629,925548.0,65664.4942976404,2010
807,43,Tennessee,2734382.0,21540.0,67337,5113913.0,162521.43075088775,2010
808,44,Texas 4/,8331127.0,96746.0,264289,17193559.0,427657.3308216888,2010
809,45,Utah,1316966.0,1384.0,17761,2654715.0,58683.46850775861,2010
810,46,Vermont,293084.0,2022.0,6935,566650.0,29000.465996525993,2010
811,47,Virginia,3510417.0,15823.0,32872,6148794.0,73804.44143676126,2010
812,48,Washington 4/,2599791.0,12108.0,41934,4682790.0,216208.3869532384,2010
813,49,West Virginia,702587.0,2692.0,25443,1435523.0,48331.37899698699,2010
814,50,Wisconsin,2461343.0,15451.0,50509,4967777.0,322356.43219587556,2010
815,51,Wyoming,209777.0,3588.0,16705,663253.0,30512.37253201536,2010
816,0,Alabama,2307668.0,12373.0,2364601.0,4744029.0,4879857.0,2011
817,1,Alaska,215688.0,2346.0,508900.0,743148.0,772760.0,2011
818,2,Arizona,2363015.0,11759.0,2555552.0,5031536.0,5186972.0,2011
819,3,Arkansas (1),1021817.0,3350.0,1346842.0,2412345.0,2484275.0,2011
820,4,California (4),14549841.0,36876.0,13771330.0,28811473.0,29541921.0,2011
821,5,Colorado ,1798922.0,10005.0,2350093.0,4263555.0,4400947.0,2011
822,6,Connecticut,1719536.0,7496.0,1003799.0,2791912.0,2865676.0,2011
823,7,Delaware,490696.0,3128.0,405093.0,918073.0,940757.0,2011
824,8,Dist. of Col.,238504.0,2730.0,71458.0,292938.0,339524.0,2011
825,9,Florida (2),7981816.0,34942.0,6878085.0,15277923.0,15660455.0,2011
826,10,Georgia (1),3430165.0,27227.0,3876723.0,7402608.0,7664862.0,2011
827,11,Hawaii,534815.0,2330.0,580398.0,1127357.0,1168725.0,2011
828,12,Idaho,610646.0,4553.0,947382.0,1600252.0,1650156.0,2011
829,13,Illinois (3),5563757.0,33428.0,4497731.0,10305463.0,10584953.0,2011
830,14,Indiana,2882224.0,21518.0,3024623.0,6052110.0,6213434.0,2011
831,15,Iowa (1),1645916.0,8951.0,1667446.0,3450547.0,3542605.0,2011
832,16,Kansas,1141601.0,5083.0,1217921.0,2405395.0,2486537.0,2011
833,17,Kentucky (1),1883309.0,10639.0,1770584.0,3701672.0,3824382.0,2011
834,18,Louisiana,1801488.0,13427.0,2169221.0,3989347.0,4115845.0,2011
835,19,Maine (1),530057.0,4631.0,586265.0,1150106.0,1192454.0,2011
836,20,Maryland,2088130.0,14558.0,1682819.0,3829855.0,3981403.0,2011
837,21,Massachusetts (2),3180009.0,11590.0,2344721.0,5631422.0,5759232.0,2011
838,22,Michigan,4742808.0,20209.0,4111481.0,9074095.0,9291599.0,2011
839,23,Minnesota (1),2248879.0,17519.0,2402947.0,4844731.0,4974537.0,2011
840,24,Mississippi (1),1050978.0,9012.0,948456.0,1989822.0,2083226.0,2011
841,25,Missouri,2440765.0,16087.0,2572195.0,5098246.0,5241742.0,2011
842,26,Montana ,435575.0,4789.0,731783.0,1200297.0,1238019.0,2011
843,27,Nebraska,766395.0,3712.0,1065473.0,1860935.0,1912977.0,2011
844,28,Nevada (1),1079145.0,3341.0,1000945.0,2123057.0,2181757.0,2011
845,29,New Hampshire,594931.0,3206.0,601080.0,1261823.0,1295145.0,2011
846,30,New Jersey (2),4416631.0,20583.0,3172253.0,7841362.0,8038550.0,2011
847,31,New Mexico,718457.0,4206.0,984465.0,1735810.0,1808270.0,2011
848,32,New York,5866664.0,48345.0,4169695.0,10207115.0,10654003.0,2011
849,33,North Carolina,3264444.0,18582.0,2743261.0,6131720.0,6367464.0,2011
850,34,North Dakota,328511.0,2616.0,422071.0,770932.0,800800.0,2011
851,35,Ohio,5412188.0,28327.0,4386240.0,10079963.0,10354591.0,2011
852,36,Oklahoma (1),1522613.0,8290.0,1770636.0,3377928.0,3479450.0,2011
853,37,Oregon,1472348.0,4500.0,1542955.0,3082191.0,3174049.0,2011
854,38,Pennsylvania,5484519.0,25536.0,4388029.0,10181087.0,10424873.0,2011
855,39,Rhode Island (2),527589.0,2027.0,356122.0,907276.0,930370.0,2011
856,40,South Carolina,1983691.0,8880.0,1726266.0,3769225.0,3885191.0,2011
857,41,South Dakota (1),384573.0,2585.0,538595.0,980687.0,1010159.0,2011
858,42,Tennessee (1),2637423.0,12771.0,2483721.0,5230271.0,5374399.0,2011
859,43,Texas (1),8964823.0,53655.0,10156094.0,19300461.0,19933649.0,2011
860,44,Utah,857948.0,5414.0,960618.0,1841296.0,1925524.0,2011
861,45,Vermont,286106.0,2129.0,286748.0,595302.0,614806.0,2011
862,46,Virginia,3827026.0,21194.0,2954336.0,6875666.0,7121104.0,2011
863,47,Washington (1),3037366.0,11984.0,2610557.0,5793065.0,5968521.0,2011
864,48,West Virginia,663436.0,5175.0,732047.0,1429109.0,1487335.0,2011
865,49,Wisconsin (1),2419096.0,14916.0,2492527.0,5179308.0,5309082.0,2011
866,50,Wyoming,241980.0,3534.0,522404.0,782297.0,814295.0,2011
867,0,Alabama,2042489.0,5699.0,2663979.0,4799456.0,4889808.644295301,2012
868,1,Alaska,193150.593571201,3487.0,546667.406428799,759137.0,791353.0,2012
869,2,Arizona,2124040.9187275656,20850.0,2869368.0812724344,5094661.384857922,5231367.937289729,2012
870,3,Arkansas (2),881271.7512954363,10535.0,1512023.2487045638,2417458.0,2542372.0,2012
871,4,California ,13223821.927741954,93305.0,13597502.072258046,27102864.0,28301436.2147651,2012
872,5,Colorado ,1746187.7218827298,11759.0,2620068.27811727,4511485.0,4612307.0,2012
873,6,Connecticut,1387078.5851024012,12085.0,1223963.4148975988,2665240.915080783,2747677.084919217,2012
874,7,Delaware,442113.0321035396,4465.0,466333.9678964604,933049.741713349,954234.2582866508,2012
875,8,Dist. of Col.,207048.24715219057,4302.0,106855.75284780943,302367.6095230403,342331.69920179195,2012
876,9,Florida ,7535855.708471723,31234.0,7479744.291528277,15515728.72180209,15816243.27819791,2012
877,10,Georgia (2),3321506.5741416705,41790.0,4082491.42585833,7546129.881241297,7747860.333523804,2012
878,11,Hawaii,521804.2730571529,2566.0,671844.726942847,1208409.0,1255075.0,2012
879,12,Idaho,577382.3252389927,2480.0,1000401.6747610073,1624752.5714336177,1663703.643331483,2012
880,13,Illinois (2),4717656.95834905,30344.0,5019227.04165095,10005887.513700614,10257878.486299386,2012
881,14,Indiana,2439140.69924212,8754.0,3333368.30075788,5949620.104179164,6059111.895820836,2012
882,15,Iowa (2),1343335.8172859126,9255.0,1978396.1827140877,3470521.0,3551579.0,2012
883,16,Kansas,959717.7482099265,4720.0,1403214.2517900732,2412811.3829920497,2485648.6170079503,2012
884,17,Kentucky (2),1533919.0073154366,9699.0,2026441.9926845634,3626579.52707378,3714552.47292622,2012
885,18,Louisiana (2),1499813.49850879,12517.0,2308788.5014912104,3839238.0000000005,3939594.0000000005,2012
886,19,Maine (2),474622.19436964847,1433.0,650768.8056303515,1166639.274002914,1193544.9407621862,2012
887,20,Maryland,1968035.3189732027,15687.0,1877705.6810267973,3919774.7456224384,4045693.2543775616,2012
888,21,Massachusetts (3),2481481.8441685624,11240.0,2333016.1558314376,4892133.6047972,5007584.3952028,2012
889,22,Michigan,3408669.4436969324,8711.0,4114562.556303067,7721095.681714941,7875768.318285059,2012
890,23,Minnesota (2),2148271.612759681,12657.0,2696310.387240319,5045226.123303859,5152787.87669614,2012
891,24,Mississippi (2),847668.5311963636,7887.0,1168320.4688036363,2017661.5916538327,2086618.4083461673,2012
892,25,Missouri,2398352.6506377417,6276.0,3104166.349362259,5629780.229281012,5739583.770718988,2012
893,26,Montana ,433264.0109778294,3725.0,892745.9890221707,1473908.6281587442,1503307.586606357,2012
894,27,Nebraska,732238.2496588901,3872.0,1099514.75034111,1843379.0,1933577.0,2012
895,28,Nevada (2),932804.8515672736,3863.0,1124022.1484327265,2104434.451657066,2156226.8369335392,2012
896,29,New Hampshire (4),560416.0009294471,3356.0,658791.9990705529,1288317.0622730518,1316564.9377269482,2012
897,30,New Jersey (3),3971265.375637917,19606.0,3588132.6243620827,7826575.932188202,7996372.067811796,2012
898,31,New Mexico,675737.0158571992,5411.0,1057975.9841428008,1771391.2018525437,1840188.7981474563,2012
899,32,New York (4),5076204.435534595,25684.0,5001442.5644654045,10273280.753125552,10624205.89116975,2012
900,33,North Carolina (5),3445364.5164476885,38164.0,4109821.5526178135,7691485.069065502,7893625.069065502,2012
901,34,North Dakota,249180.50675445018,2535.0,524628.4932455497,799149.7119313555,821560.2880686442,2012
902,35,Ohio,4738057.684624402,18185.0,5020317.315375598,10026819.984851569,10205676.015148431,2012
903,36,Oklahoma (2),1361338.8454775582,1946.0,1948971.1545224418,3404568.6875171256,3475305.742013076,2012
904,37,Oregon,1455989.2031687114,3178.0,1981946.7968312884,3486592.738960255,3567881.261039745,2012
905,38,Pennsylvania,4774517.325365553,36979.0,5240634.674634447,10335033.0,10607793.0,2012
906,39,Rhode Island (3),456426.3645237183,2182.0,362672.6354762817,838474.0,870244.0,2012
907,40,South Carolina,1712853.8575551813,17084.0,2054655.1424448185,3846337.7153098155,3947326.2846901836,2012
908,41,South Dakota (2),331662.41949737497,2280.0,596276.5805026251,985165.0,1021977.0,2012
909,42,Tennessee (2),2232583.528207904,12028.0,2980483.471792096,5333525.166224381,5451796.833775619,2012
910,43,Texas (2),7821858.944936681,97685.0,11870179.055063318,19723760.0,20752484.0,2012
911,44,Utah,832196.8723521696,6653.0,1079672.1276478304,1954033.0,2008648.0738255032,2012
912,45,Vermont,251436.7850991708,2088.0,322725.21490082913,599470.5643423444,614411.4356576554,2012
913,46,Virginia,3305910.8422401086,31217.0,3580174.1577598914,6996285.0,7237297.0,2012
914,47,Washington (2),2542746.9976162966,20308.0,3069589.0023837034,5777408.88613655,5922481.328628549,2012
915,48,West Virginia,537130.5576918265,4472.0,859278.4423081735,1413776.0,1503828.0,2012
916,49,Wisconsin (2),2221496.6838003965,15311.0,2697512.3161996035,5128854.0,5301734.0,2012
917,50,Wyoming,212788.607246654,2960.0,552337.392753346,787056.313931588,811753.686068412,2012
918,0,Alabama,2074969.0,5406.0,2588760.0,4741725.0,4832713.0,2013
919,1,Alaska,201042.0,3540.0,549036.0,769739.0,801911.0,2013
920,2,Arizona,2257249.0,20989.0,2914452.0,5313382.0,5448718.0,2013
921,3,Arkansas,865210.0,10395.0,1468158.0,2351608.0,2484310.0,2013
922,4,California ,13822505.0,92884.0,13359688.0,27454604.0,28695350.0,2013
923,5,Colorado ,1819608.0,11758.0,2667495.0,4629112.0,4737708.0,2013
924,6,Connecticut,1474581.0,12379.0,1277524.0,2805715.0,2905361.0,2013
925,7,Delaware,448155.0,4507.0,464724.0,941521.0,953363.0,2013
926,8,Dist. of Col.,218642.0,4294.0,105667.0,311418.0,354128.0,2013
927,9,Florida ,7425492.0,58744.0,7102047.0,14863717.0,15399753.0,2013
928,10,Georgia ,3435040.0,41776.0,4103397.0,7680743.0,7879949.0,2013
929,11,Hawaii,568238.0,3032.0,722858.0,1311622.0,1357762.0,2013
930,12,Idaho,598877.0,3132.0,1025504.0,1682332.0,1702582.0,2013
931,13,Illinois ,4796992.0,33571.0,5010557.0,10065035.0,10321841.0,2013
932,14,Indiana,2264905.0,10161.0,3080330.0,5558307.0,5589745.0,2013
933,15,Iowa (2),1366389.0,9265.0,1981815.0,3500358.0,3581168.0,2013
934,16,Kansas,1031234.0,4879.0,1492563.0,2591540.0,2664150.0,2013
935,17,Kentucky,1714904.0,9747.0,2197276.0,3988089.0,4075407.0,2013
936,18,Louisiana,1506504.0,28975.0,2307917.0,3870575.0,4043773.0,2013
937,19,Maine (2),487896.0,1533.0,646591.0,1185665.0,1212603.0,2013
938,20,Maryland,1918606.0,15826.0,1799534.0,3770903.0,3896149.0,2013
939,21,Massachusetts ,2510780.0,11049.0,2338497.0,4926795.0,5044101.0,2013
940,22,Michigan,3593751.0,8686.0,4322639.0,8115876.0,8268860.0,2013
941,23,Minnesota (2),2212406.0,12438.0,2757387.0,5165484.0,5273496.0,2013
942,24,Mississippi ,871806.0,8056.0,1165240.0,2057444.0,2089626.0,2013
943,25,Missouri,2484904.0,5458.0,3145571.0,5766381.0,5874931.0,2013
944,26,Montana ,444707.0,4428.0,919711.0,1532796.0,1547066.0,2013
945,27,Nebraska,733008.0,3830.0,1098191.0,1843969.0,1938537.0,2013
946,28,Nevada,977852.0,3938.0,1150631.0,2177297.0,2228895.0,2013
947,29,New Hampshire,625391.0,2524.0,707409.0,1397387.0,1420485.0,2013
948,30,New Jersey ,3644546.0,20245.0,3244441.0,6984031.0,7138655.0,2013
949,31,New Mexico,716439.0,5460.0,1095246.0,1848458.0,1916474.0,2013
950,32,New York (3),5203357.0,25738.0,5099921.0,10499877.0,10848393.0,2013
951,33,North Carolina,3495804.0,31278.0,4091279.0,7730401.0,7897307.0,2013
952,34,North Dakota,255183.0,2621.0,551549.0,827349.0,862869.0,2013
953,35,Ohio,4862768.0,41969.0,5053364.0,10219124.0,10501606.0,2013
954,36,Oklahoma (2),1376118.0,2113.0,1954898.0,3426046.0,3493978.0,2013
955,37,Oregon,1520784.0,3178.0,1990066.0,3563687.0,3643963.0,2013
956,38,Pennsylvania,4809900.0,54503.0,5195797.0,10340110.0,10582106.0,2013
957,39,Rhode Island ,459393.0,2115.0,359392.0,837068.0,869236.0,2013
958,40,South Carolina,1750642.0,18080.0,2104537.0,3890038.0,4083110.0,2013
959,41,South Dakota ,331920.0,2692.0,593851.0,990289.0,1040057.0,2013
960,42,Tennessee (2),2284326.0,25810.0,2977977.0,5308948.0,5594918.0,2013
961,43,Texas ,7954906.0,99482.0,11672891.0,19661400.0,20680870.0,2013
962,44,Utah,876036.0,5491.0,1114015.0,2042099.0,2078925.0,2013
963,45,Vermont,258801.0,2117.0,322094.0,603956.0,619622.0,2013
964,46,Virginia,3296365.0,31639.0,3533323.0,6917437.0,7184595.0,2013
965,47,Washington (2),2800255.0,21792.0,3343720.0,6319786.0,6465894.0,2013
966,48,West Virginia,541900.0,4526.0,848948.0,1412376.0,1494414.0,2013
967,49,Wisconsin ,2256529.0,15307.0,2743545.0,5242937.0,5434581.0,2013
968,50,Wyoming,228731.0,1194.0,569217.0,826121.0,834957.0,2013
969,0,Alabama,2524144.909668986,5397.0,2721533.619329512,5320910.0,5412777.057996998,2014
970,1,Alaska,195389.24032061448,3497.7757255936676,569455.7596793856,784785.7757255938,816079.7757255938,2014
971,2,Arizona,2320664.410983109,21041.574689826302,3065391.4920652993,5520277.574689826,5655751.380786642,2014
972,3,Arkansas,989290.7001103266,11536.0,1684912.5175640348,2729305.0,2828015.435348722,2014
973,4,California ,14065988.556660097,93064.0,13713822.443339903,27943364.0,29429928.0,2014
974,5,Colorado ,1806484.8663985676,12033.0,2813912.1336014327,4763196.0,4878048.0,2014
975,6,Connecticut,1430899.9368963519,12607.0,1333620.8514348264,2825191.0,2907728.576662356,2014
976,7,Delaware,441745.4110338369,4505.0,481025.5963372234,953449.0020362283,961889.0020362283,2014
977,8,Dist. of Col.,216156.21974211594,2658.0761142172723,111066.26001805456,314417.052312433,354244.90878568334,2014
978,9,Florida ,7543890.218125266,59978.0,7342823.142271895,15234289.0,15775339.720794324,2014
979,10,Georgia ,3567887.62342572,41443.0,4346201.37657428,8006011.0,8304203.0,2014
980,11,Hawaii,591971.4595484495,2930.0,755536.5404515505,1370009.0,1416509.0,2014
981,12,Idaho,608670.8644548368,3404.0,1084421.1355451632,1752573.0,1772801.0,2014
982,13,Illinois ,4795379.736761806,30882.0,5215943.237874489,10294838.0,10492167.949272588,2014
983,14,Indiana,2395758.989806325,9075.0,3385106.010193675,6000177.0,6025013.0,2014
984,15,Iowa ,1349292.601152269,8840.0,2051146.398847731,3556047.0,3637013.0,2014
985,16,Kansas,978611.5156134139,3425.512797764897,1463824.1659864634,2506293.0,2579063.3887952846,2014
986,17,Kentucky,1749979.26360545,9689.99507096525,2277955.392784289,4105038.2686999175,4192403.0342214913,2014
987,18,Louisiana,1459340.4050880228,33069.0,2280282.594911977,3800638.0,3973230.0,2014
988,19,Maine (2),471716.7351353143,3862.0,667458.9365963571,1180418.0,1208903.343463343,2014
989,20,Maryland,1989816.2428059313,11392.0,1925599.0571940688,3958061.0,4146119.5999999996,2014
990,21,Massachusetts ,2438254.2138963384,13223.950182786672,2417691.7231993806,4934722.1464657895,5054156.753707785,2014
991,22,Michigan,3445806.5692242556,8640.39370767728,4413477.2831261065,8050119.555567111,8202554.936548968,2014
992,23,Minnesota (3),2162403.011730411,12699.79534085028,2810678.714243146,5168922.779762061,5277455.291952986,2014
993,24,Mississippi ,857667.4199917472,7910.0,1173754.5800082528,2051664.0,2083948.0,2014
994,25,Missouri,2231294.259668606,5901.100619962062,2941906.959103314,5278399.100619962,5387403.5381638035,2014
995,26,Montana ,436580.5971986746,4494.0,960861.4028013254,1578224.0,1593436.0,2014
996,27,Nebraska,751543.8960436225,3931.0,1139635.1039563776,1904711.0,1990543.0,2014
997,28,Nevada,990113.1468618507,3970.253203522982,1174533.948165699,2214409.5572408857,2266585.493927378,2014
998,29,New Hampshire,559174.4213465173,2818.0,672105.339812468,1296866.0,1323515.5223179706,2014
999,30,New Jersey ,3476346.2627703217,23829.0,3223961.5466389866,6777550.0,6970649.6188186165,2014
1000,31,New Mexico,724099.3768609564,7048.0,1134960.6758608767,1899679.0,1961733.1054436667,2014
1001,32,New York ,5159696.169825947,26172.0,5371541.830174053,10849792.0,10957448.0,2014
1002,33,North Carolina,3474767.7794294157,31318.0,4176301.2205705843,7741022.0,8011038.0,2014
1003,34,North Dakota,250998.07545275218,2692.0,579793.9245472477,851905.0,889557.0,2014
1004,35,Ohio,4806759.3786696885,39781.0,5202047.6213303115,10331882.0,10574834.0,2014
1005,36,Oklahoma ,1391802.2965123528,2183.0,1994415.7034876472,3495875.0,3539737.0,2014
1006,37,Oregon,1403517.2774574128,7619.0,1918575.7055152815,3376244.0,3459673.965945389,2014
1007,38,Pennsylvania,4711119.136328964,54766.0,5342556.863671036,10382518.0,10626996.0,2014
1008,39,Rhode Island ,455520.12375031813,2118.0,375253.87624968187,849158.0,880366.0,2014
1009,40,South Carolina,1754081.343667142,17858.0,2131005.2289455016,3920425.0,4114796.1452252874,2014
1010,41,South Dakota ,324159.79279583046,2664.0,616421.2072041696,1006019.0,1059391.0,2014
1011,42,Tennessee ,2273512.506464861,26029.0,3031395.493535139,5346232.0,5645062.0,2014
1012,43,Texas ,8140320.841378022,101845.0,12189465.158621976,20352980.0,21401072.0,2014
1013,44,Utah,895718.227207092,4805.0,1175958.7727929081,2123882.0,2177264.0,2014
1014,45,Vermont,244026.55218775748,1998.0,336306.65962669667,603595.0,621279.4236289083,2014
1015,46,Virginia,3309479.1988413157,32207.0,3623180.8011586843,7022170.0,7298024.0,2014
1016,47,Washington ,2748938.0914649013,21394.0,3405328.3329846472,6324421.0,6486545.848899098,2014
1017,48,West Virginia,576821.3478300604,3427.0,915665.6521699396,1509835.0,1596549.0,2014
1018,49,Wisconsin ,2194649.5749730635,13037.0,2851317.4250269365,5256511.0,5423799.0,2014
1019,50,Wyoming,216593.91625555998,1318.8907887745738,571211.3429688216,815354.25180104,824859.7023154583,2014
